is_clean,product_name,brand_name,size,loves_count,number_of_reviews,rating,secondary_category,tertiary_category,ingredients,ingredient_description,limited_edition,online_only,sephora_exclusive,list_price
0,Killawatt Freestyle Highlighter,Fenty Beauty by Rihanna,0.24,472069,3778,4.6212,Face,Highlighter,"ginger binge, dimethicone, talc, isododecane, synthetic fluorphlogopite, capryliccapric triglyceride, phenoxyethanol, tin oxide, bismuth oxychloride ci 77163, titanium dioxide ci 77891, iron oxides ci 77491, carmine ci 75470, yellow 5 lake ci 19140, moscow mule, dimethicone, synthetic fluorphlogopite, isododecane, diisostearyl malate, polyethylene, aluminum calcium sodium silicate, talc, cetyl dimethicone, phenoxyethanol, tin oxide, calcium aluminum borosilicate, silica, calcium sodium borosilicate, titanium dioxide ci 77891, bismuth oxychloride ci 77163, manganese violet ci 77742, iron oxides ci 77491, ci 77492, carmine ci 75470, yellow 5 lake ci 19140",",Ginger Binge,
, Dimethicone, Talc, Isododecane, Synthetic Fluorphlogopite, Caprylic/Capric Triglyceride, Phenoxyethanol, Tin Oxide, Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Carmine (CI 75470), Yellow 5 Lake (CI 19140) ,,
,Moscow Mule,
, Dimethicone, Synthetic Fluorphlogopite, Isododecane, Diisostearyl Malate, Polyethylene, Aluminum Calcium Sodium Silicate, Talc, Cetyl Dimethicone, Phenoxyethanol, Tin Oxide, Calcium Aluminum Borosilicate, Silica, Calcium Sodium Borosilicate, Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163), Manganese Violet (CI 77742), Iron Oxides (CI 77491, CI 77492), Carmine (CI 75470), Yellow 5 Lake (CI 19140)",0,0,0,40.0
0,Eaze Drop Blurring Skin Tint,Fenty Beauty by Rihanna,1.08,306238,2276,3.942,Face,Foundation,"aquawatereau, dimethicone, dicaprylyl carbonate, talc, isostearyl neopentanoate, peg10 dimethicone, dimethiconevinyl dimethicone crosspolymer, glycerin, trimethylsiloxysilicate, isododecane, bispegppg1414 dimethicone, phenoxyethanol, sodium chloride, dimethicone crosspolymer, magnesium sulfate, hydrogen dimethicone, sodium dehydroacetate, trehalose, urea, potassium sorbate, silica, disteardimonium hectorite, aluminum hydroxide, benzoic acid, sodium hyaluronate, c2428 alkyl methicone, pentylene glycol, serine, dehydroacetic acid, propylene carbonate, ethylhexylglycerin, algin, caprylyl glycol, disodium phosphate, glyceryl polyacrylate, pullulan, tocopherol, potassium phosphate, iron oxides ci 77491, ci 77492, ci 77499, titanium dioxide ci 77891","Aqua/Water/Eau, Dimethicone, Dicaprylyl Carbonate, Talc, Isostearyl Neopentanoate, Peg10 Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycerin, Trimethylsiloxysilicate, Isododecane, BisPeg/Ppg14/14 Dimethicone, Phenoxyethanol, Sodium Chloride, Dimethicone Crosspolymer, Magnesium Sulfate, Hydrogen Dimethicone, Sodium Dehydroacetate, Trehalose, Urea, Potassium Sorbate, Silica, Disteardimonium Hectorite, Aluminum Hydroxide, Benzoic Acid, Sodium Hyaluronate, C2428 Alkyl Methicone, Pentylene Glycol, Serine, Dehydroacetic Acid, Propylene Carbonate, Ethylhexylglycerin, Algin, Caprylyl Glycol, Disodium Phosphate, Glyceryl Polyacrylate, Pullulan, Tocopherol, Potassium Phosphate, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891)",0,0,0,36.0
0,Diamond Bomb All-Over Diamond Veil,Fenty Beauty by Rihanna,0.28,276524,1817,4.415,Face,Highlighter,"polymethylsilsesquioxane, calcium sodium borosilicate, phenyl trimethicone, diisostearyl malate, dimethicone, dimethiconevinyl dimethicone crosspolymer, pentylene glycol, mica, tin oxide, aquawatereau, lauroyl lysine, triethoxycaprylylsilane, polyisobutene, titanium dioxide ci 77891","Polymethylsilsesquioxane, Phenyl Trimethicone, Calcium Sodium Borosilicate, Diisostearyl Malate, Dimethicone, Calcium Aluminum Borosilicate, Mica, Dimethicone/Vinyl Dimethicone Crosspolymer, Pentylene Glycol, Tin Oxide, Aqua/Water/Eau, Triethoxycaprylylsilane, Polyisobutene, Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891), Carmine (Ci 75470)",0,0,0,42.0
0,Cheeks Out Freestyle Cream Blush,Fenty Beauty by Rihanna,0.1,264233,1472,4.2677,Cheek,Blush,"octyldodecanol, dicalcium phosphate, isononyl isononanoate, capryliccapric triglyceride, pentaerythrityl tetraisostearate, mica, synthetic wax, bisdiglyceryl polyacyladipate2, polyethylene, silica silylate, nylon12, candelilla ceraeuphorbia cerifera candelilla waxcire de candelilla, synthetic fluorphlogopite, disteardimonium hectorite, tocopheryl acetate, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, tin oxide, talc, bht, titanium dioxide ci 77891, iron oxides ci 77491, ci 77492, red 7 lake ci 15850, blue 1 lake ci 42090","Octyldodecanol, Isononyl Isononanoate, Dicalcium Phosphate, Synthetic Fluorphlogopite, Caprylic/Capric Triglyceride, Pentaerythrityl Tetraisostearate, Synthetic Wax, BisDiglyceryl Polyacyladipate2, Silica Silylate, Polyethylene, Nylon12, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla, Disteardimonium Hectorite, Tocopheryl Acetate, Pentaerythrityl TetraDiTButyl Hydroxyhydrocinnamate, Tin Oxide, Red 7 Lake (Ci 15850), Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492), Titanium Dioxide (Ci 77891),,",0,0,0,26.0
0,Pro Filt’r Instant Retouch Longwear Liquid Concealer,Fenty Beauty by Rihanna,0.27,259486,2187,3.7974,Face,Concealer,"water, hydrogenated didecene, hydrogenated polyisobutene, disteardimonium hectorite, trimethylsiloxysilicate, cetyl pegppg101 dimethicone, glycerin, nylon12, dimethicone, methicone, sodium chloride, acrylatespolytrimethylsiloxymethacrylate copolymer, polymethylsilsesquioxane, hydrogenated styreneisoprene copolymer, hydroxyacetophenone, lauryl peg8 dimethicone, hditrimethylol hexyllactone crosspolymer, 1, 2hexanediol, caprylyl glycol, tocopheryl acetate, trisodium ethylenediamine disuccinate, talc, lauroyl lysine, combretum fruticosum flower nectar, alcohol, butylene glycol, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, centella asiatica leaf extract, camellia sinensis leaf extract may contain titanium dioxide ci 77891, iron oxides ci 77491, ci 77492, ci 77499","Water, Hydrogenated Didecene, Hydrogenated Polyisobutene, Disteardimonium Hectorite, Trimethylsiloxysilicate, Cetyl Peg/Ppg10/1 Dimethicone, Glycerin, Nylon12, Dimethicone, Methicone, Sodium Chloride, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Polymethylsilsesquioxane, Hydrogenated Styrene/Isoprene Copolymer, Hydroxyacetophenone, Lauryl Peg8 Dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, 1,2Hexanediol, Caprylyl Glycol, Tocopheryl Acetate, Trisodium Ethylenediamine Disuccinate, Talc, Lauroyl Lysine, Combretum Fruticosum Flower Nectar, Alcohol, Butylene Glycol, Pentaerythrityl TetraDiTButyl Hydroxyhydrocinnamate, Centella Asiatica Leaf Extract, Camellia Sinensis Leaf Extract May Contain (+/) Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",0,0,0,30.0
0,Match Stix Shimmer Skinstick,Fenty Beauty by Rihanna,0.25,253173,1350,4.3311,Face,Highlighter,"mica, ethylhexyl isononanoate, octyldodecanol, polymethyl methacrylate, sucrose acetate isobutyrate, c2040 alcohols, tribehenin, paraffin, polyethylene, vpeicosene copolymer, vphexadecene copolymer, diisostearyl malate, cera microcristallinamicrocrystalline waxcire microcristalline, caprylyl glycol, phenoxyethanol, tocopheryl acetate, hexylene glycol, tocopherol, isostearyl alcohol, ascorbyl palmitate, malic acid, calcium sodium borosilicate, synthetic fluorphlogopite, calcium aluminum borosilicate, polyethylene terephthalate, acrylates copolymer, silica, tin oxide, iron oxides ci 77491, titanium dioxide ci 77891","Mica, Ethylhexyl Isononanoate, Octyldodecanol, Polymethyl Methacrylate, Sucrose Acetate Isobutyrate, C2040 Alcohols, Tribehenin, Paraffin, Polyethylene, Vp/Eicosene Copolymer, Vp/Hexadecene Copolymer, Diisostearyl Malate, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Caprylyl Glycol, Phenoxyethanol, Tocopheryl Acetate, Hexylene Glycol, Tocopherol, Isostearyl Alcohol, Ascorbyl Palmitate, Malic Acid, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Polyethylene Terephthalate, Acrylates Copolymer, Silica, Tin Oxide, Iron Oxides (CI 77491), Titanium Dioxide (CI 77891)",0,0,0,32.0
0,Gloss Bomb Heat Universal Lip Luminizer + Plumper,Fenty Beauty by Rihanna,0.24,243370,1393,4.2477,Lip,Lip Plumper,"polybutene, octyldodecanol, bisdiglyceryl polyacyladipate2, tricaprylin, cera microcristallinamicrocrystalline waxcire microcristalline, hydrogenated polyisobutene, polyethylene, silica dimethyl silylate, butyrospermum parkii shea butter, vpeicosene copolymer, sorbitan oleate, vphexadecene copolymer, synthetic fluorphlogopite, silica, ethylhexyl palmitate, caprylyl glycol, aromaflavor, parfumfragrance, octyldodecyl neopentanoate, mica, butyrospermum parkii shea butter unsaponifiables, tribehenin, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, methyl nicotinate, sorbitan isostearate, tocopherol, tocopheryl acetate, vanillyl butyl ether, capsicum frutescens fruit extract, glycine soja soybean oil, zingiber officinale ginger root oil, tetrahexyldecyl ascorbate, lactic acid, calcium sodium borosilicate, calcium aluminum borosilicate, palmitoyl tripeptide1, tin oxide, benzyl benzoate, limonene, iron oxides ci 77491, titanium dioxide ci 77891","Polybutene, Hydrogenated Polyisobutene, Octyldodecanol, Simmondsia Chinensis (Jojoba) Seed Oil, Ethylene/Propylene/Styrene Copolymer, Phenoxyethanol, Aroma/Flavor,  Parfum/Fragrance, Tocopheryl Acetate, Methyl Nicotinate, Capsicum Frutescens Fruit Extract, Glycine Soja (Soybean) Oil, Zingiber Officinale (Ginger) Root Oil, Vanillyl Butyl Ether, Butylene/Ethylene/Styrene Copolymer, Tetrahexyldecyl Ascorbate, Butyrospermum Parkii (Shea) Butter, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Bht, Benzyl Benzoate, Limonene,",0,0,0,26.0
0,Sun Stalk'r Instant Warmth Bronzer,Fenty Beauty by Rihanna,0.24,231534,1139,4.5224,Cheek,Bronzer,"synthetic fluorphlogopite, magnesium myristate, talc, hditrimethylol hexyllactone crosspolymer, polymethyl methacrylate, dimethicone, mica, isodecyl neopentanoate, silica, trimethylsiloxysilicate, triethoxycaprylylsilane, polypropylsilsesquioxane, diisostearyl malate, caprylyl glycol, dimethiconol, phenoxyethanol, octyldodecyl stearoyl stearate, hexylene glycol, tocopheryl acetate, tocopherol, lauroyl lysine, water, maltodextrin, carica papaya papaya fruit extract, mangifera indica mango fruit extract, calcium sodium borosilicate, calcium aluminum borosilicate, xanthan gum, ethylhexylglycerin, sorbic acid, tin oxide, titanium dioxide ci 77891, iron oxides ci 77499, ci 77491, ci 77492, manganese violet ci 77742","Synthetic Fluorphlogopite, Magnesium Myristate, Talc, Hdi/Trimethylol Hexyllactone Crosspolymer, Polymethyl Methacrylate, Dimethicone, Mica, Isodecyl Neopentanoate, Silica, Trimethylsiloxysilicate, Triethoxycaprylylsilane, Polypropylsilsesquioxane, Diisostearyl Malate, Caprylyl Glycol, Dimethiconol, Phenoxyethanol, Octyldodecyl Stearoyl Stearate, Hexylene Glycol, Tocopheryl Acetate, Tocopherol, Lauroyl Lysine, Water, Maltodextrin, Carica Papaya (Papaya) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Xanthan Gum, Ethylhexylglycerin, Sorbic Acid, Tin Oxide, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77499, Ci 77491, Ci 77492), Manganese Violet (Ci 77742)",0,0,0,35.0
0,Gloss Bomb Cream Color Drip Lip Cream,Fenty Beauty by Rihanna,0.3,194099,1217,4.5333,Lip,Lip Gloss,"polybutene, diisostearyl malate, bisdiglyceryl polyacyladipate2, octyldodecanol, capryliccapric triglyceride, polyethylene, silica, butyrospermum parkii shea butter, ethylhexyl palmitate, phenoxyethanol, tocopherol, cetearyl alcohol, parfumfragrance, tribehenin, helianthus annuus sunflower seed oil, cera microcristallinamicrocrystalline waxcire microcristalline, retinyl palmitate, sorbitan isostearate, mica, lactic acid, palmitoyl tripeptide1, citric acid may containpeut contenir iron oxides ci 77491, ci 77492, ci 77499, yellow 5 lake ci 19140, titanium dioxide ci 77891, red 7 lake ci 15850","Polybutene, Diisostearyl Malate, BisDiglyceryl Polyacyladipate2, Octyldodecanol, Caprylic/Capric Triglyceride, Polyethylene, Silica, Butyrospermum Parkii (Shea) Butter, Ethylhexyl Palmitate, Phenoxyethanol, Tocopherol, Cetearyl Alcohol, Parfum/Fragrance, Tribehenin, Helianthus Annuus (Sunflower) Seed Oil, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Retinyl Palmitate, Sorbitan Isostearate, Mica, Lactic Acid, Palmitoyl Tripeptide1, Citric Acid May Contain/Peut Contenir (+/) Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Yellow 5 Lake (Ci 19140), Titanium Dioxide (Ci 77891), Red 7 Lake (Ci 15850)",0,0,0,22.0
0,Snap Shadows Mix & Match Eyeshadow Palette,Fenty Beauty by Rihanna,0.24,190602,372,3.7177,Eye,Eye Palettes,"nookie rookie, talc, zea mays corn starch, capryliccapric triglyceride, silica, dimethicone, zinc stearate, triethoxycaprylylsilane, caprylyl glycol, ethylhexylglycerin, alumina, glycerin, carmine ci 75470, iron oxides ci 77491, ci 77492, ultramarines ci 77007, titanium dioxide ci 77891, simma down, mica, talc, dimethicone, octyldodecyl stearoyl stearate, zinc stearate, panisic acid, caprylyl glycol, ethylhexylglycerin, tin oxide, carmine ci 75470, iron oxides ci 77491, titanium dioxide ci 77891, tequila nite, mica, talc, dimethicone, octyldodecyl stearoyl stearate, zinc stearate, panisic acid, caprylyl glycol, ethylhexylglycerin, tin oxide, iron oxides ci 77491, ci 77499, titanium dioxide ci 77891, velvet cuffs, talc, mica, octyldodecyl stearoyl stearate, dimethicone, zinc stearate, diisostearyl malate, caprylyl glycol, ethylhexylglycerin, zea mays corn starch, titanium dioxide ci 77891, iron oxides ci 77491, yellow 5 lake ci 19140, cumin get it, mica, zinc stearate, dimethicone, caprylyl glycol, ethylhexylglycerin, lauroyl lysine, octyldodecyl stearoyl stearate, talc, zea mays corn starch, iron oxides ci 77491, ci 77492, ci 77499, titanium dioxide ci 77891, carmine ci 75470, affogato, talc, zea mays corn starch, dimethicone, mica, zinc stearate, caprylyl glycol, ethylhexylglycerin, triethoxycaprylylsilane, capryliccapric triglyceride, silica, iron oxides ci 77491, ci 77492, ci 77499, carmine ci 75470, bismuth oxychloride ci 77163",",Nookie Rookie,, Talc, Zea Mays (Corn) Starch, Caprylic/Capric Triglyceride, Silica, Dimethicone, Zinc Stearate, Triethoxycaprylylsilane, Caprylyl Glycol, Ethylhexylglycerin, Alumina, Glycerin, Carmine (Ci 75470), Iron Oxides (Ci 77491, Ci 77492), Ultramarines (Ci 77007), Titanium Dioxide (Ci 77891),,,Simma Down, ,Mica, Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, PAnisic Acid, Caprylyl Glycol, Ethylhexylglycerin, Tin Oxide, Carmine (Ci 75470), Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891),,,Tequila Nite,, Mica, Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, PAnisic Acid, Caprylyl Glycol, Ethylhexylglycerin, Tin Oxide, Iron Oxides (Ci 77491, Ci 77499), Titanium Dioxide (Ci 77891),,,Velvet Cuffs, ,Talc, Mica, Octyldodecyl Stearoyl Stearate, Dimethicone, Zinc Stearate, Diisostearyl Malate, Caprylyl Glycol, Ethylhexylglycerin, Zea Mays (Corn) Starch, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Yellow 5 Lake (Ci 19140),,,Cumin Get It , ,Mica, Zinc Stearate, Dimethicone, Caprylyl Glycol, Ethylhexylglycerin, Lauroyl Lysine, Octyldodecyl Stearoyl Stearate, Talc, Zea Mays (Corn) Starch, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Carmine (Ci 75470),,,Affogato,, Talc, Zea Mays (Corn) Starch, Dimethicone, Mica, Zinc Stearate, Caprylyl Glycol, Ethylhexylglycerin, Triethoxycaprylylsilane, Caprylic/Capric Triglyceride, Silica, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Carmine (Ci 75470), Bismuth Oxychloride (Ci 77163)",0,0,0,30.0
0,Pro Filt'r Instant Retouch Setting Powder,Fenty Beauty by Rihanna,0.98,181454,2007,4.1744,Face,Setting Spray & Powder,"talc, silica, dimethicone, squalane, 1, 2hexanediol, caprylyl glycol, ethylhexylglycerin, tocopheryl acetate, fragrance, polymethylsilsesquioxane, iron oxides ci 77491, ci 77492, titanium dioxide ci 77891, manganese violet ci 77742","Talc, Silica, Dimethicone, Squalane, 1,2Hexanediol, Caprylyl Glycol, Ethylhexylglycerin, Tocopheryl Acetate, Fragrance, Polymethylsilsesquioxane, Iron Oxides (Ci 77491, Ci 77492), Titanium Dioxide (Ci 77891), Manganese Violet (Ci 77742)",0,0,0,36.0
0,Pro Filt'r Hydrating Longwear Foundation,Fenty Beauty by Rihanna,1.08,172476,2289,3.5203,Face,Foundation,"water, talc, phenyl trimethicone, c1215 alkyl benzoate, caprylyl methicone, peg10 dimethicone, trimethylsiloxyphenyl dimethicone, dimethicone, glycerin, isododecane, cetyl pegppg101 dimethicone, dimethiconevinyl dimethicone crosspolymer, phenoxyethanol, sodium chloride, hydrogen dimethicone, magnesium sulfate, sodium dehydroacetate, potassium sorbate, aluminum hydroxide, disteardimonium hectorite, benzoic acid, sodium hyaluronate, dehydroacetic acid, propylene carbonate, parfumfragrance, capryliccapric triglyceride, ethylhexylglycerin, vitis vinifera grape seed oil, morus alba bark extract, methicone, triethoxycaprylylsilane, titanium dioxide ci 77891, iron oxides ci 77491, ci 77492, ci 77499","Grape Seed Oil,,Water (Aqua), Talc, Phenyl Trimethicone, C1215 Alkyl Benzoate, Caprylyl Methicone, Peg10 Dimethicone, Trimethylsiloxyphenyl Dimethicone, Dimethicone, Glycerin, Isododecane, Cetyl Peg/Ppg10/1 Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Sodium Chloride, Hydrogen Dimethicone, Magnesium Sulfate, Sodium Dehydroacetate, Potassium Sorbate, Aluminum Hydroxide, Disteardimonium Hectorite, Benzoic Acid, Sodium Hyaluronate, Dehydroacetic Acid, Propylene Carbonate, Parfum/Fragrance, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Vitis Vinifera (Grape) Seed Oil, Morus Alba Bark Extract, Methicone, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)",0,0,0,36.0
0,Invisimatte Instant Setting + Blotting Powder,Fenty Beauty by Rihanna,0.3,170056,404,4.1312,Face,Setting Spray & Powder,"synthetic fluorphlogopite, calcium carbonate, magnesium myristate, hditrimethylol hexyllactone crosspolymer, octyldodecyl stearoyl stearate, polymethylsilsesquioxane, squalane, mica, coconut acid, 1, 2hexanediol, caprylyl glycol, silica, salvia hispanica seed extract, leuconostocradish root ferment filtrate, phenoxyethanol, sodium hyaluronate, manganese violet ci 77742, iron oxides ci 77492",",Synthetic Fluorphlogopite, Calcium Carbonate, Magnesium Myristate, Hdi/Trimethylol Hexyllactone Crosspolymer, Octyldodecyl Stearoyl Stearate, Polymethylsilsesquioxane, Squalane, Mica, Coconut Acid, 1,2Hexanediol, Caprylyl Glycol, Silica, Salvia Hispanica Seed Extract, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Sodium Hyaluronate, Manganese Violet (Ci 77742), Iron Oxides (Ci 77492)",0,0,0,37.0
0,Pro Filt'r Instant Retouch Primer,Fenty Beauty by Rihanna,1.08,159395,2071,4.1004,Face,Face Primer,"water, dimethicone, isododecane, glycerin, cetyl pegppg101 dimethicone, pentaerythrityl tetraisostearate, polymethylsilsesquioxane, nylon12, phenoxyethanol, dimethiconevinyl dimethicone crosspolymer, sodium chloride, talc, magnesium sulfate, sodium dehydroacetate, disteardimonium hectorite, benzoic acid, tocopheryl acetate, dehydroacetic acid, propylene carbonate, hydrogen dimethicone, ethylhexylglycerin, parfumfragrance, aluminum hydroxide, coral powder, sodium hyaluronate, xanthan gum, titanium dioxide ci 77891, iron oxides ci 77491, ci 77492","Water, Dimethicone, Isododecane, Glycerin, Cetyl Peg/Ppg10/1 Dimethicone, Pentaerythrityl Tetraisostearate, Polymethylsilsesquioxane, Nylon12, Phenoxyethanol, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Chloride, Talc, Magnesium Sulfate, Sodium Dehydroacetate, Disteardimonium Hectorite, Benzoic Acid, Tocopheryl Acetate, Dehydroacetic Acid, Propylene Carbonate, Hydrogen Dimethicone, Ethylhexylglycerin, Parfum/Fragrance, Aluminum Hydroxide, Coral Powder, Sodium Hyaluronate, Xanthan Gum, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492)",0,0,0,36.0
