product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,value_price_usd,sale_price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price,Product ID,Brand Name,Image 11 URL,Image 5 URL,Image 15 URL,Number of Reviews,Rating,Image 12 URL,Image 9 URL,Image 4 URL,Image 7 URL,Image 18 URL,Image 17 URL,Ingredient Description,Image 8 URL,Image 13 URL,Image 14 URL,Full Product URL,Image 20 URL,Image 10 URL,List Price,Image 1 URL,Image 6 URL,Image 3 URL,Image 19 URL,Size,Product Name,Image 16 URL,Image 2 URL,is_clean
P501532,Plant Fibre Lash Collection,7064,Velour Lashes,3305,4.7778,81.0,,Color,Cloud Nine,"natural volume, flared lash style, complementary to all eye shapes, hemp-derived fibres","['Hemp-Derived Fibers, Cotton-Thread Band.']",24.0,,,0,0,0,0,0,"['Vegan', 'Natural Finish', 'Customizable', 'Long-wearing', 'Hypoallergenic', 'Cruelty-Free']",Makeup,Eye,False Eyelashes,2,24.0,24.0,P501532,Velour Lashes,,/productimages/sku/s2604544-av-6-zoom.jpg,,171.0,4.6959,,,/productimages/sku/s2604544-av-5-zoom.jpg,,,,"Hemp-Derived Fibers, Cotton-Thread Band.",,,,https://www.sephora.com/product/plant-fibre-lash-collection-P501532?skuId=2604544,,,$18.00,/productimages/sku/s2604544-av-2-zoom.jpg,/productimages/sku/s2604544-av-7-zoom.jpg,/productimages/sku/s2604544-av-4-zoom.jpg,,,Plant Fibre Lash Collection,,/productimages/sku/s2604544-av-3-zoom.jpg,0
P481176,24hr Lash Care Kit,7064,Velour Lashes,2495,4.063,127.0,,,,,"['Pretty Big Deal Mascara:', 'Aqua, Acrylates/Ethylhexyl Acrylate Copolymer, Ci 77499,  Glycerin, Alcohol, Glyceryl Stearate Se, Dimethicone, Vp/Eicosene Copolymer, Copernicia Cerifera Wax, Butyrospermum Parkii Butter, Ricinus Communis Seed Oil, Stearic Acid, 1,2-Hexanediol, Acacia Senegal Gum, Acrylates Copolymer, Biotin, Biotinoyl Tripeptide-1, Caprylyl Glycol, Citric Acid, Disodium Carboxyethyl Siliconate, Ethylhexylglycerin, Hydroxyacetophenone, Laureth-21, Myristic Acid, Myristoyl Pentapeptide-17, Palmitic Acid, Panthenol, Sodium Hyaluronate, Sodium Phytate, Tocopherol, Tromethamine, Withania Somnifera Root Extract, Benzoic Acid, Phenoxyethanol, Sodium Benzoate, Sodium Dehydroacetate.', 'Long & Strong Lash Serum:', 'Water, Glycerin, Butylene Glycol, Panthenol, Sodium Citrate, Leuconostoc/Radish Root Ferment Filtrate, Polysorbate 20, Gluconolactone, Caprylyl Glycol, Propylene Glycol, Dextran, Sodium Benzoate, Panax Ginseng Root Extract, Vitis Vinifera (Grape) Seed Extract, Ethylhexylglycerin, Sodium Pca, Sodium Lactate, Chamomilla Recutita (Matricaria) Flower Extract, Tocopheryl Acetate, Triethanolamine, Yeast Extract, Arginine, Hydrolyzed Glycosaminoglycans, Aspartic Acid, Acetyl Tetrapeptide-3, Trifolium Pratense (Clover) Flower Extract, Hydroxyethylcellulose, 1,2 Hexanediol, Pca, Sodium Benzoate, Phenoxyethanol, Hexylene Glycol, Arctostaphylos Uva Ursi Leaf Extract, Magnesium Ascorbyl Phosphate, Alanine, Benzoic Acid, Calcium Gluconate, Glycerin, Myristoyl Hexapeptide-16, Myristoyl Pentapeptide-17, Octapeptide 2, Serine, Valine, Sodium Hyaluronate, Disodium Edta, Glycine Soja(Soybean) Oil, Isoleucine, Proline, Threonine, Sodium Metabisulfite, Hydrogenated Phosphatidylcholine, Histidine, Phenylalanine, Sodium Oleate, Glyoxal.']",30.0,36.0,,0,0,0,0,0,"['Vegan', 'Long-wearing', 'Lengthening', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']",Makeup,Value & Gift Sets,,0,,,P481176,Velour Lashes,,/productimages/sku/s2544450-av-06-zoom.jpg,,139.0,3.8561,,,/productimages/sku/s2544450-av-05-zoom.jpg,/productimages/sku/s2544450-av-9-zoom.jpg,,,"<b>Pretty Big Deal Mascara: <br></b>-Peptide Complex: Intensely nourishes and conditions for stronger, healthier lashes.<br><b><br></b>Aqua, Acrylates/Ethylhexyl Acrylate Copolymer, Ci 77499,  Glycerin, Alcohol, Glyceryl Stearate Se, Dimethicone, Vp/Eicosene Copolymer, Copernicia Cerifera Wax, Butyrospermum Parkii Butter, Ricinus Communis Seed Oil, Stearic Acid, 1,2-Hexanediol, Acacia Senegal Gum, Acrylates Copolymer, Biotin, Biotinoyl Tripeptide-1, Caprylyl Glycol, Citric Acid, Disodium Carboxyethyl Siliconate, Ethylhexylglycerin, Hydroxyacetophenone, Laureth-21, Myristic Acid, Myristoyl Pentapeptide-17, Palmitic Acid, Panthenol, Sodium Hyaluronate, Sodium Phytate, Tocopherol, Tromethamine, Withania Somnifera Root Extract, Benzoic Acid, Phenoxyethanol, Sodium Benzoate, Sodium Dehydroacetate.<br><br><b>Long & Strong Lash Serum:<br></b>-Peptide Complex: Enhances the length, strength, and thickness of lashes.<br>-Ginseng Root: Strengthens the root of the hair and encourages new growth.<br><br>Water, Glycerin, Butylene Glycol, Panthenol, Sodium Citrate, Leuconostoc/Radish Root Ferment Filtrate, Polysorbate 20, Gluconolactone, Caprylyl Glycol, Propylene Glycol, Dextran, Sodium Benzoate, Panax Ginseng Root Extract, Vitis Vinifera (Grape) Seed Extract, Ethylhexylglycerin, Sodium Pca, Sodium Lactate, Chamomilla Recutita (Matricaria) Flower Extract, Tocopheryl Acetate, Triethanolamine, Yeast Extract, Arginine, Hydrolyzed Glycosaminoglycans, Aspartic Acid, Acetyl Tetrapeptide-3, Trifolium Pratense (Clover) Flower Extract, Hydroxyethylcellulose, 1,2 Hexanediol, Pca, Sodium Benzoate, Phenoxyethanol, Hexylene Glycol, Arctostaphylos Uva Ursi Leaf Extract, Magnesium Ascorbyl Phosphate, Alanine, Benzoic Acid, Calcium Gluconate, Glycerin, Myristoyl Hexapeptide-16, Myristoyl Pentapeptide-17, Octapeptide 2, Serine, Valine, Sodium Hyaluronate, Disodium Edta, Glycine Soja(Soybean) Oil, Isoleucine, Proline, Threonine, Sodium Metabisulfite, Hydrogenated Phosphatidylcholine, Histidine, Phenylalanine, Sodium Oleate, Glyoxal.<br><br>.",/productimages/sku/s2544450-av-08-zoom.jpg,,,https://www.sephora.com/product/velour-lashes-24hr-lash-care-kit-P481176?skuId=2544450,,,$30.00,/productimages/sku/s2544450-av-01-zoom.jpg,/productimages/sku/s2544450-av-02-zoom.jpg,/productimages/sku/s2544450-av-04-zoom.jpg,,,24hr Lash Care Kit,,/productimages/sku/s2544450-av-03-zoom.jpg,0
P468858,I Love U Cherry Much Eyeshadow Palette,6232,Violet Voss,6367,4.8,15.0,,,,,"['Wild Cherry, 2 Cute, Berry Sweet, Juicy, All Love, Chocolate Cherry:', 'Mica, Synthetic Fluorphlogopite, Talc, Magnesium Stearate, Phenyl Trimethicone, Octyldodecyl Stearoyl Stearate, Jojoba (Simmondsia Chinensis) Oil, Nylon-12, Triethoxycaprylylsilane, Dimethicone, Phenoxyethanol, Caprylyl Glycol, Tocopheryl Acetate, Tin Oxide. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007), D&C Red No.6 Ba Lake (CI 15850), D&C Red No.7 Ca Lake (CI 15850), D&C Red No.27 Al Lake (CI 45410), FD&C Red No.40 Al Lake (CI 16035), Bismuth Oxychloride (CI 77163).', 'Amour, All About You, Love Struck, Cherry Kiss, Dreamy, Go Wild, Blushing, Heart of Gold, Pretty Moment, Heartbeat, Romance, Love Struck:', 'Mica, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Talc, Phenyl Trimethicone, Silica, Octyldodecyl Stearoyl Stearate, Jojoba (Simmondsia Chinensis) Oil, Magnesium Stearate, Nylon-12, Triethoxycaprylylsilane, Dimethicone, Tocopheryl Acetate, Phenoxyethanol, Caprylyl Glycol, Tin Oxide. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ferric Ammonium Ferrocyanide (CI 77510), Ultramarines (CI 77007), FD&C Red No.40 Al Lake (CI 16035), Bismuth Oxychloride (CI 77163).']",42.0,,,0,0,1,0,0,,Makeup,Eye,Eye Palettes,0,,,P468858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P483707,Mini Soft Butterfly Kisses Eyeshadow Palette,6232,Violet Voss,1998,5.0,1.0,,,,,"['Talc, Mica, Synthetic Fluorphlogopite, Silica, Phenyl Trimethicone, Octyldodecy Stearoyl Stearate Zinc Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, Polymethylsilsesquioxane, Calcium Sodium Borosilicate, Triethoxycaprylylsilane, Phenoxyethanol, Dimethicone, Tocopheryl Acetate, Tin Oxide, Ethylhexylglycerin. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (C1 77491, CI 77492, CI 77499), Carmine (CI 75470), Ultramarines (CI 77007), Ferric Ammonium Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Chromium Hydroxide Green (CI 77289), FD&C Red No.40 Al Lake (CI 16035), FD&C Yellow No.5 Al Lake (CI 19140), FD&C Blue No.1 Al Lake (CI 42090).']",20.0,,,0,0,0,0,0,,Makeup,Mini Size,,0,,,P483707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P455558,Moisture Boost Lip Shine,7072,Viseart,3322,4.1304,23.0,,Color,Fleur,,"['Ricinus Communis (Castor) Seed Oil, Polyamide-8, Simmondsia Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Wax, Copernicia Cerifera (Carnauba) Wax, Euphorbia Cerifera (Candelilla) Wax, Glyceryl Stearate, Prickly Pear Fragrance, Butyrospermum Parkii (Shea Butter), Vitis Vinifera (Grape) Seed Oil, Olea Europaea (Olive) Oil, Resveratrol, Water (Aqua), Butylene Glycol, Titanium Dioxide CI 77891, Yellow 5 CI 19140, Red 27 Lake CI 45410, Red 6 Lake CI 15850.']",19.0,,,0,0,0,0,0,,Makeup,Lip,Lip Gloss,3,19.0,19.0,P455558,Viseart,,,,27.0,3.6667,,,,,,,"-Jojoba Oil: Smooths, intensely hydrates, and nurtures lips.<br>-Resveratrol: Supports, nurtures, and cares for skin.<br>-Sunflower Seed Oil: Protects from oxidative stress on skin.<br><br> Ricinus Communis (Castor) Seed Oil, Polyamide-8, Simmondsia Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Wax, Copernicia Cerifera (Carnauba) Wax, Euphorbia Cerifera (Candelilla) Wax, Glyceryl Stearate, Prickly Pear Fragrance, Butyrospermum Parkii (Shea Butter), Vitis Vinifera (Grape) Seed Oil, Olea Europaea (Olive) Oil, Resveratrol, Water (Aqua), Butylene Glycol, Titanium Dioxide CI 77891, Yellow 5 CI 19140, Red 27 Lake CI 45410, Red 6 Lake CI 15850. ",,,,https://www.sephora.com/product/viseart-moisture-boost-lip-shine-P455558?skuId=2344224,,,$19.00,,,,,,Moisture Boost Lip Shine,,,0
P411529,Wanderlust Powder Foundation,6149,Wander Beauty,16614,4.0729,288.0,0.31 oz/ 9 g,Color,Golden Tan,tan with golden undertones,"['Mica, Silica, Dimethicone, Boron Nitride, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Triethoxycaprylylsilane, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenyl Trimethicone, Caprylyl Glycol, 1,2-Hexanediol, Ethylhexylglycerin, Allantoin, Water/Aqua/Eau, Jojoba Esters, Tocopheryl Acetate, Butylene Glycol, Hibiscus Sabdariffa Flower Extract, Aloe Barbadensis Leaf Extract, Carthamus Tinctorius (Safflower) Flower Extract, Chrysanthellum Indicum Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Nelumbo Nucifera Flower Extract, Phenoxyethanol, Sodium Hyaluronate', 'May Contain/Peut Contenir (+/-): Titanium Dioxide, CI 77491, CI 77492, CI 77499.']",40.0,,,0,0,1,0,0,"['Vegan', 'Pressed Powder Formula', 'Matte Finish', 'Medium Coverage', 'Best for Oily, Combo, Normal Skin']",Makeup,Face,Foundation,8,40.0,40.0,P411529,Wander Beauty,,,,295.0,4.0814,,,,,,,"Mica, Silica, Dimethicone, Boron Nitride, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Triethoxycaprylylsilane, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenyl Trimethicone, Caprylyl Glycol, 1,2-Hexanediol, Ethylhexylglycerin, Allantoin, Water/Aqua/Eau, Jojoba Esters, Tocopheryl Acetate, Butylene Glycol, Hibiscus Sabdariffa Flower Extract, Aloe Barbadensis Leaf Extract, Carthamus Tinctorius (Safflower) Flower Extract, Chrysanthellum Indicum Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Nelumbo Nucifera Flower Extract, Phenoxyethanol, Sodium Hyaluronate
May Contain/Peut Contenir (+/-): Titanium Dioxide, CI 77491, CI 77492, CI 77499.",,,,https://www.sephora.com/product/wanderlust-powder-foundation-P411529?skuId=2097046,,,$40.00,/productimages/product/p411529-av-04-zoom.jpg,,/productimages/sku/s2097046-av-01-zoom.jpg,,0.31 oz/ 9 g,Wanderlust Powder Foundation,,/productimages/product/p411529-av-01-zoom.jpg,0
P414160,Unlashed Volume & Curl Mascara,6149,Wander Beauty,15661,4.2124,386.0,.12 oz/ 3.5g,Color,Black,,"['Water/Eau/Aqua, PEG-8 Beeswax, Beeswax, Stearic Acid, Hydrogenated Polyisobutene, Acrylates/Ethylhexyl Acrylate Copolymer, Acrylates Copolymer, Copernicia Cerifera (Carnauba) Wax, Butylene Glycol, 1,2-Hexanediol, Cellulose, Potassium Cetyl Phosphate, Cetearyl Olivate, Sorbitan Olivate, Acacia Senegal Gum, Polysorbate 60, Acrylates/Octylacrylamide Copolymer, Ethylhexylglycerin, Simethicone, Glyceryl Stearate SE, Sorbitan Stearate, Cetearyl Alcohol, Tromethamine, Silica, Alcohol, Hydroxyethylcellulose, Tocopheryl Acetate, Sodium Dehydroacetate, Trehalose, Panthenol, Glycyrrhiza Glabra (Licorice) Root Extract, Prunus Persica (Peach) Leaf Extract, Polygonum Multiflorum Root Extract, Iron Oxide (CI 77499).']",12.0,,,0,0,0,0,0,"['allure 2020 Best of Beauty Award Winner', 'Volumizing', 'Curling', 'Long-wearing', 'Without Parabens']",Makeup,Eye,Mascara,1,26.0,26.0,P414160,Wander Beauty,,,,544.0,4.2776,,,,,,,"-Vitamin E: Moisturizes and conditions. <br>-Panthenol: Helps lashes retain moisture.<br>-Peach Leaf and Licorice Root Extracts: Nourish and moisturize lashes.<br><br>Water/Aqua/Eau, Synthetic Wax, Iron Oxide (CI 77499), Beeswax, Stearic Acid, Hydrogenated Polyisobutene, Acrylates Copolymer, Copernicia Cerifera (Carnauba) Wax, Butylene Glycol, 1,2-Hexanediol, Cellulose, Potassium Cetyl Phosphate, Acrylates/Ethylhexyl Acrylate Copolymer, Cetearyl Olivate, Sorbitan Olivate, Acacia Senegal Gum, Acrylates/Octylacrylamide Copolymer, Ethylhexylglycerin, Simethicone, Glyceryl Stearate SE, Sorbitan Stearate, Cetearyl Alcohol, Tromethamine, Alcohol, Hydroxyethylcellulose, Tocopheryl Acetate, Laureth-21, Sodium Dehydroacetate, Trehalose, Panthenol, Glycyrrhiza Glabra (Licorice) Root Extract, Prunus Persica (Peach) Leaf Extract, Polygonum Multiflorum Root Extract.<br><br>.",,,,https://www.sephora.com/product/unlashed-volume-curl-mascara-P414160?skuId=2626828,,,$26.00,/productimages/sku/s2626828-av-2-zoom.jpg,,/productimages/sku/s2626828-av-4-zoom.jpg,,0.31 oz / 9 g,Unlashed Volume & Curl Mascara,,/productimages/sku/s2626828-av-3-zoom.jpg,0
P481391,On-the-Glow Blush & Illuminator,6149,Wander Beauty,13359,4.7329,146.0,"0.4 oz, 12g",Color,Bare/Nude Glow,soft nude rose,"['Bare:', 'Octyldodecanol, Triethylhexanoin, Diisostearyl Malate, Polyglyceryl-2 Triisostearate, Silica, Ceresin, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Synthetic Wax, Microcrystalline Wax, Euphorbia Cerifera (Candelilla) Wax, Sorbitan Sesquioleate, Copernicia Cerifera (Carnauba) Wax, Glyceryl Caprylate, Tocopheryl Acetate, (+/-): CI 77891, CI 15850, CI 77491, CI 19140, CI 77499.', 'Nude Glow:', 'Octyldodecanol, Phenyl Trimethicone, Triethylhexanoin, Synthetic Fluorphlogopite, Diisostearyl Malate, Silica, Ceresin, Mica, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Synthetic Wax, Microcrystalline Wax, Euphorbia Cerifera (Candelilla) Wax, Sorbitan Sesquioleate, Polyglyceryl-2 Triisostearate, Glyceryl Caprylate, Copernicia Cerifera (Carnauba) Wax, Tocopheryl Acetate, Tin Oxide, (+/-): CI 77891, CI 77491, CI 15850, CI 75470.']",38.0,,,0,0,1,0,0,"['Vegan', 'Natural Finish', 'Cream Formula', 'Clean at Sephora', 'Medium Coverage', 'Gluten Free', 'Cruelty-Free']",Makeup,Face,Face Sets,3,38.0,38.0,P481391,Wander Beauty,,/productimages/sku/s2570166-av-04-zoom.jpg,,174.0,4.7299,,,/productimages/sku/s2570166-av-03-zoom.jpg,,,,"-Vitamin E: Has antioxidant properties and prevents free-radical-inducing damage.<br><br><b>Bare:<br></b>Octyldodecanol, Triethylhexanoin, Diisostearyl Malate, Polyglyceryl-2 Triisostearate, Silica, Ceresin, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Synthetic Wax, Microcrystalline Wax, Euphorbia Cerifera (Candelilla) Wax, Sorbitan Sesquioleate, Copernicia Cerifera (Carnauba) Wax, Glyceryl Caprylate, Tocopheryl Acetate, (+/-): CI 77891, CI 15850, CI 77491, CI 19140, CI 77499.<br><b><br>Nude Glow: <br></b>Octyldodecanol, Phenyl Trimethicone, Triethylhexanoin, Synthetic Fluorphlogopite, Diisostearyl Malate, Silica, Ceresin, Mica, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Synthetic Wax, Microcrystalline Wax, Euphorbia Cerifera (Candelilla) Wax, Sorbitan Sesquioleate, Polyglyceryl-2 Triisostearate, Glyceryl Caprylate, Copernicia Cerifera (Carnauba) Wax, Tocopheryl Acetate, Tin Oxide, (+/-): CI 77891, CI 77491, CI 15850, CI 75470.<br><br>.",,,,https://www.sephora.com/product/wander-beauty-on-the-glow-blush-illuminator-P481391?skuId=2570166,,,$38.00,/productimages/sku/s2570166-av-05-zoom.jpg,,/productimages/sku/s2570166-av-02-zoom.jpg,,"0.4 oz, 12g",On-the-Glow Blush & Illuminator,,/productimages/sku/s2570166-av-01-zoom.jpg,0
P442231,Mile High Club	 Length and Define Mascara,6149,Wander Beauty,12795,3.95,20.0,.35 oz / 9 g,Color,Jet Black,black,,26.0,,,0,0,1,0,0,"['Community Favorite', 'Long-wearing', 'Lengthening']",Makeup,Eye,Mascara,0,,,P442231,Wander Beauty,,/productimages/sku/s2610483-av-6-zoom.jpg,,237.0,4.6203,,,/productimages/sku/s2610483-av-5-zoom.jpg,,,,"<p>-Castor Seed Oil: Nourishes and moisturizes lashes.&lt;br&gt;-Trehalose: Known to help strengthen lashes.&lt;br&gt;-Peach Leaf Extract: Conditions lashes and helps prevent breakage.&lt;br&gt;&lt;br&gt;Water/Aqua/Eau, Acrylates/Ethylhexyl Acrylate Copolymer, Laureth-21, Beeswax, Iron Oxide (CI 77499), Stearic Acid, Synthetic Wax, VP/Hexadecene Copolymer, Caprylyl/Capryl Glucoside, Sodium Cocoyl Glutamate, Glyceryl Caprylate, Citric Acid, Polyglyceryl-6 Oleate, Sodium Surfactin, Cetearyl Olivate, Sorbitan Oilvate, Tromethamine, 1,2-Hexanediol, Cellulose, Copernicia Cerifera (Carnauba) Wax, Acacia Senegal Gum, Pentaerythrityl Hydrogenated Rosinate, Acrylates/Octylacrylamide Copolymer, Ethylhexylglycerin, Glycerin, Sorbitan Sesquioleate, Hydroxyethylcellulose, Dimethicone, Trehalose, Ricinus Communis (Castor) Seed Oil, Butylene Glycol, Prunus Persica (Peach) Leaf Extract.",,,,https://www.sephora.com/product/mile-high-club-mascara-P442231?skuId=2610483,,,$26.00,/productimages/sku/s2610483-av-2-zoom.jpg,,/productimages/sku/s2610483-av-4-zoom.jpg,,.35 oz / 9 g,Mile High Club™	 Length and Define Mascara,,/productimages/sku/s2610483-av-3-zoom.jpg,0
P407107,Flash Focus Hydrating Foundation Stick,6149,Wander Beauty,8755,4.1441,111.0,0.32 oz/ 9.07 g,Color,Deep,,"['Hydrogenated Polyisobutene, Polyethylene, C12-15 Alkyl Ethylhexanoate, Polymethyl Methacrylate, Octyldodecanol, Ethylene/Propylene Copolymer, Cetyl PEG/PPG-10/1 Dimethicone, Octyldodecyl Neopentanoate, Polymethylsilsesquioxane, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Cocos Nucifera (Coconut) Oil, Tocopherol, Tocopheryl Acetate, Ascorbyl Palmitate, Sodium Hyaluronate, Caprylyl Glycol. May Contain: (+/-)', 'Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Carmine (CI 75470), Manganese Violet (CI 77742), Bismuth Oxychloride (CI 77163), Chromium Hydroxide Green (CI 77289), Chromium Oxide Green (CI 77288), Ultramarines (CI 77007), Ferric Ferrocyanide (CI 77510), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 21 (CI 45380), Red 27 (CI 45410), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090).']",40.0,,34.0,0,0,1,0,0,,Makeup,Face,Foundation,0,,,P407107,Wander Beauty,,,,111.0,4.1441,,,,,,," -Coconut Oil: Moisturizes skin with antioxidant benefits.
<br>-Sodium Hyaluronate: Hydrates the skin and reduces the appearance of fine lines and wrinkles.
<br>-Vitamins C and E: Deliver long-lasting emollients and protection against dryness.
<br>
<br> Hydrogenated Polyisobutene, Polyethylene, C12-15 Alkyl Ethylhexanoate, Polymethyl Methacrylate, Octyldodecanol, Ethylene/Propylene Copolymer, Cetyl PEG/PPG-10/1 Dimethicone, Octyldodecyl Neopentanoate, Polymethylsilsesquioxane, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Cocos Nucifera (Coconut) Oil, Tocopherol, Tocopheryl Acetate, Ascorbyl Palmitate, Sodium Hyaluronate, Caprylyl Glycol. May Contain: (+/-)
Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Carmine (CI 75470), Manganese Violet (CI 77742), Bismuth Oxychloride (CI 77163), Chromium Hydroxide Green (CI 77289), Chromium Oxide Green (CI 77288), Ultramarines (CI 77007), Ferric Ferrocyanide (CI 77510), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 21 (CI 45380), Red 27 (CI 45410), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090).",,,,https://www.sephora.com/product/flash-focus-hydrating-foundation-stick-P407107?skuId=1813971,,,$40.00,/productimages/product/p407107-av-01-zoom.jpg,,,,0.32 oz/ 9.07 g,Flash Focus Hydrating Foundation Stick,,,0
P468431,Baby Cheeks Lip + Cheek Cream Blush Stick,6344,Westman Atelier,76194,4.6051,471.0,0.21 oz / 6g,Color,Poppet,poppy pink,"['Caprylic/Capric Triglyceride, Kaolin, Caprylyl Caprylate/Caprate, Simmondsia Chinensis (Jojoba) Seed Oil, Polyethylene, Mica, Polyhydroxystearic Acid, Lecithin, Behenylcarbamoylpropyl Polysilsesquioxane, Tocopherol, Ascorbyl Palmitate, Citric Acid, Rubus Idaeus Leaf Cell Culture, Carmine (CI 75470)**Chouchette only.  May Contain: Titanium Dioxide CI 77891, Iron Oxides CI 77491, Iron Oxides CI 77492, Iron Oxides CI 77499, Red 30 Lake CI 73360, Blue 1 Lake CI 42090, Red 7 Lake CI 15850, Yellow 5 Lake CI 19140.']",48.0,,,0,0,0,0,0,"['Vegan', 'Stick Formula', 'Clean at Sephora', 'Hydrating']",Makeup,Cheek,Blush,5,48.0,48.0,P468431,Westman Atelier,,/productimages/sku/s2771939-av-6-zoom.jpg,,605.0,4.5554,,,/productimages/sku/s2771939-av-5-zoom.jpg,,,,"-Berryflux Vita: Hydration boosting and youth-preserving properties. <br>-Organic Jojoba Seed Oil: Improves hydration and strengthens skin&rsquo;s moisture barrier. <br>-Vitus Vita Fruit Extract: Visibly firms, boosts moisture, helps to detoxify.<br><br>Caprylic/Capric Triglyceride Kaolin Caprylyl Caprylate/Caprate Simmondsia Chinensis (Jojoba) Seed Oil Polyethylene Mica Polyhydroxystearic Acid Lecithin Behenylcarbamoylpropyl Polysilsesquioxane Tocopherol Ascorbyl Palmitate Citric Acid Rubus Idaeus Leaf Cell Culture May Contain: Titanium Dioxide Ci 77891 Iron Oxides Ci 77491 Iron Oxides Ci 77492 Iron Oxides Ci 77499 Red 30 Lake Ci 73360 Blue 1 Lake Ci 42090 Red 7 Lake Ci 15850 Yellow 5 Lake Ci 19140.<br><br>The list of ingredients is subject to change. Please consult the packaging of the product purchased.<br>",,,,https://www.sephora.com/product/westman-atelier-baby-cheeks-blush-stick-P468431?skuId=2771939,,,$48.00,/productimages/sku/s2771939-av-2-zoom.jpg,/productimages/sku/s2771939-av-7-zoom.jpg,/productimages/sku/s2771939-av-4-zoom.jpg,,0.21 oz / 6 g,Baby Cheeks Lip + Cheek Cream Blush Stick,,/productimages/sku/s2771939-av-3-zoom.jpg,1
